sentence,label
dysfunctional ,0
"barely shocking , barely interesting ",0
this engaging film about two men who discover what william james once called ` the gift of tears ,1
even the hastily and amateurishly ,0
to gluing you to the edge of your seat ,1
"standing by yourself is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction . ",1
enjoy seeing how both evolve ,1
is a success in some sense ,1
are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . ,1
the earnestness of its execution and skill of its cast take you down a familiar road with a few twists ,1
the kiss of death in this bitter italian comedy ,0
"is n't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail ",0
"features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory . ",0
"a thoroughly awful movie -- dumb , narratively chaotic , visually sloppy ... a weird amalgam of ` the thing ' and a geriatric ",0
lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy ,1
idealistic kid ,1
funnier than anything ,1
that shows the promise of digital filmmaking ,1
the working out of the plot almost arbitrary ,0
"a disaster of a story , full of holes and completely lacking in chills ",0
a fun and funky look ,1
rather thin moral ,0
"boisterous , heartfelt comedy ",1
in practice it 's something else altogether -- clownish and offensive and nothing at all like real life ,0
"solidly constructed , entertaining thriller ",1
it 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead . ,0
i could n't help but feel the wasted potential of this slapstick comedy . ,0
see this turd squashed ,0
"is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes ",0
"is a really cool bit -- the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ",1
"by halfway through this picture i was beginning to hate it , and , of course ",0
", luridly colored , uni-dimensional nonsense machine ",0
strangely schizo cartoon ,0
with indoctrinated prejudice ,0
have come from a xerox machine rather than ( writer-director ) franc ,0
but a little too smugly superior ,0
is simply brilliant ,1
overstimulated ,0
"of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film ",1
"though the story ... is hackneyed , the characters have a freshness and modesty that transcends their predicament . ",1
", kissing jessica steinis quirky , charming and often hilarious . ",1
each other against all odds ,1
real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires ,1
creative team ,1
inhabit that special annex of hell where adults behave like kids ,0
a slight but sweet film ,1
"in a sense , that 's a liability . ",0
all the complexity and ,1
"uh , shred , ",0
figure the power-lunchers do n't care to understand ,0
seeking anyone with acting ambition but no sense of pride or shame ,0
"a plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households . ",1
the ups and downs of friendships ,1
may take on a striking new significance for anyone who sees the film ,1
", violent , self-indulgent and maddening ",0
for overstimulated minds ,0
", for those with at least a minimal appreciation of woolf and clarissa dalloway , the hours represents two of those well spent ",1
moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured . ,0
"of its rough-around-the-edges , low-budget constraints ",0
the worst films ,0
"has a kind of hard , cold effect ",0
", evocative ",1
capture the chaos of france in the 1790 's ,1
nonsensical and formulaic ,0
's pretty stupid ,0
"a sharp , amusing study of the cult ",1
labute does manage to make a few points about modern man and his problematic quest for human connection . ,1
quirky rip-off prison ,0
touch you to the core in a film you will never forget -- that you should never forget ,1
excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol 's most intense psychological mysteries ,1
"does a great combination act as narrator , jewish grandmother and subject ",1
that it was intended to be a different kind of film ,1
margarita happy hour represents an auspicious feature debut for chaiken . ,1
a major movie ,1
"i 'm sure the filmmaker would disagree , but , honestly , i do n't see the point . ",0
"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units . ",0
love a disney pic ,1
is predictable ,0
captivated ,1
it 's uninteresting . ,0
worst thing ,0
powerful and deeply moving ,1
that reopens an interesting controversy and never succumbs to sensationalism ,1
holds up well ,1
epic ,1
the slippery slope ,0
worst way ,0
a visual spectacle ,1
becomes a bit of a mishmash ,0
incredibly captivating and ,1
is a deeply unpleasant experience . ,0
with tension ,0
dissing the film ,0
"with dramatic punch , a haunting ode to humanity ",1
disaster flick ,0
a sleep-inducing thriller ,0
"the story 's scope and pageantry are mesmerizing , and mr. day-lewis roars with leonine power . ",1
of elegant wit and artifice ,1
pay reparations to viewers ,0
appealing character quirks to forgive that still serious problem ,1
an ultra-loud blast ,1
most generic ,0
"'re wrapped up in the characters , how they make their choices , and why ",1
"a strange urge to get on a board and , uh , shred , dude ",1
ramble ,0
why ? ,0
sandra bullock and hugh grant make a great team ,1
"payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human . ",1
action hero performances ,1
going on to other films that actually tell a story worth caring about ,0
like brosnan 's performance ,1
everyone except the characters in it can see coming a mile away ,0
belinsky is still able to create an engaging story that keeps you guessing at almost every turn . ,1
grim future ,0
"offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes . ",1
live-action cartoon ,0
classic cinema ,1
"almost entirely witless and inane , ",0
is a case of too many chefs fussing over too weak a recipe . ,0
truly terrible ,0
"manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum ",1
where the thematic ironies are too obvious and the sexual politics too smug ,0
a thoughtful movie ,1
"the film ... it was the unfulfilling , incongruous , `` wait a second ",0
clarity and emotional ,1
've already seen city by the sea under a variety of titles ,0
so uncool the only thing missing is the `` gadzooks ! '' ,0
